name,city,state,tuition_in_state_usd,tuition_out_of_state_usd,avg_net_price_usd,selectivity_tier,acceptance_rate,accepted_per_year,applicants_total,student_body_size,unitid,data_completeness,gpa_average,test_policy,financial_aid_policy,control,major_1,major_2,major_3
University of Evansville,Evansville,IN,42676.0,42676.0,20230.0,Less Selective,0.7765000000000001,,,1477,1000795,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Franklin College,Franklin,IN,37350.0,37350.0,22762.0,Less Selective,0.7058,,,872,1000796,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Goshen College,Goshen,IN,37760.0,37760.0,15725.0,Less Selective,0.8894,,,761,1000797,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Grace College and Theological Seminary,Winona Lake,IN,30034.0,30034.0,18406.0,Less Selective,0.8078,,,1511,1000798,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hanover College,Hanover,IN,42894.0,42894.0,21826.0,Less Selective,0.8397,,,958,1000799,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Holy Cross College,Notre Dame,IN,35500.0,35500.0,26470.0,Less Selective,0.7371,,,533,1000800,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
PJ's College of Cosmetology-Clarksville,Clarksville,IN,9748.0,17062.0,20299.0,Moderately Selective,0.5,,,222,1000801,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Huntington University,Huntington,IN,29982.0,29982.0,13710.0,Less Selective,0.7115,,,1016,1000802,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ivy Tech Community College,Indianapolis,IN,4912.0,9465.0,6544.0,Moderately Selective,0.5,,,54926,1000803,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Purdue University Fort Wayne,Fort Wayne,IN,9254.0,22220.0,11513.0,Less Selective,0.8565999999999999,,,5450,1000804,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-Indianapolis,Indianapolis,IN,10449.0,33717.0,11408.0,Less Selective,0.8139,,,16582,1000805,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Indianapolis,Indianapolis,IN,36136.0,36136.0,18748.0,Less Selective,0.7276,,,3147,1000806,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana Institute of Technology,Fort Wayne,IN,30446.0,30446.0,21318.0,Moderately Selective,0.5689,,,1361,1000807,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Southern Indiana,Evansville,IN,10136.0,22573.0,12621.0,Less Selective,0.9465,,,5344,1000808,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana State University,Terre Haute,IN,9992.0,21734.0,12188.0,Less Selective,0.915,,,6620,1000809,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-Kokomo,Kokomo,IN,8179.0,22043.0,6276.0,Less Selective,0.8469,,,2308,1000810,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-South Bend,South Bend,IN,8179.0,22043.0,8364.0,Less Selective,0.8599,,,3807,1000811,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-Bloomington,Bloomington,IN,11790.0,40482.0,15342.0,Less Selective,0.8037000000000001,,,36571,1000812,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-Northwest,Gary,IN,8179.0,22043.0,5970.0,Less Selective,0.767,,,2582,1000813,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-Southeast,New Albany,IN,8179.0,22043.0,8257.0,Less Selective,0.8312,,,3088,1000814,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana University-East,Richmond,IN,8179.0,22043.0,9082.0,Less Selective,0.7123999999999999,,,2446,1000815,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
International Business College-Indianapolis,Indianapolis,IN,16480.0,16480.0,14989.0,Less Selective,0.8181999999999999,,,145,1000816,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lincoln College of Technology-Indianapolis,Indianapolis,IN,9748.0,17062.0,29530.0,Moderately Selective,0.5,,,1004,1000817,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Manchester University,North Manchester,IN,37090.0,37090.0,19268.0,Less Selective,0.9129999999999999,,,895,1000818,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Marian University,Indianapolis,IN,39100.0,39100.0,23594.0,Less Selective,0.9534,,,2336,1000819,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indiana Wesleyan University-Marion,Marion,IN,31168.0,31168.0,23069.0,Less Selective,0.8220999999999999,,,1927,1000820,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Martin University,Indianapolis,IN,12830.0,12830.0,13879.0,Moderately Selective,0.5,,,164,1000821,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Mid-America College of Funeral Service,Jeffersonville,IN,19800.0,19800.0,25456.0,Moderately Selective,0.5,,,337,1000822,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Notre Dame,Notre Dame,IN,62693.0,62693.0,27823.0,Highly Selective,0.12380000000000001,,,8923,1000823,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Oakland City University,Oakland City,IN,27150.0,27150.0,12820.0,Less Selective,0.6820999999999999,,,470,1000824,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ravenscroft Beauty College,Fort Wayne,IN,9748.0,17062.0,,Moderately Selective,0.5,,,114,1000825,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rogers Academy of Hair Design,Evansville,IN,9748.0,17062.0,15466.0,Moderately Selective,0.5,,,101,1000826,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rose-Hulman Institute of Technology,Terre Haute,IN,56674.0,56674.0,40665.0,Less Selective,0.7281,,,2224,1000827,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Saint Francis-Fort Wayne,Fort Wayne,IN,35420.0,35420.0,20361.0,Less Selective,0.9756,,,1599,1000828,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,33490.0,33490.0,43465.0,Less Selective,0.7614,,,896,1000829,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Mary's College,Notre Dame,IN,51430.0,51430.0,28552.0,Less Selective,0.8111,,,1399,1000830,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Elizabeth School of Nursing,Lafayette,IN,20064.0,20064.0,27833.0,Less Selective,1.0,,,131,1000831,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Taylor University,Upland,IN,39104.0,39104.0,24327.0,Less Selective,0.7611,,,1890,1000832,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trine University,Angola,IN,35600.0,35600.0,25580.0,Less Selective,0.8469,,,2344,1000833,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Valparaiso University,Valparaiso,IN,46588.0,46588.0,21583.0,Less Selective,0.9222,,,2229,1000834,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Vincennes University,Vincennes,IN,6886.0,16289.0,10215.0,Moderately Selective,0.5,,,3739,1000835,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wabash College,Crawfordsville,IN,49125.0,49125.0,21906.0,Less Selective,0.6278,,,845,1000836,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Allen College,Waterloo,IA,20444.0,20444.0,,Moderately Selective,0.5,,,279,1000837,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Briar Cliff University,Sioux City,IA,35534.0,35534.0,21590.0,Moderately Selective,0.5,,,626,1000838,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Buena Vista University,Storm Lake,IA,40190.0,40190.0,18321.0,Less Selective,0.7176,,,1378,1000839,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Capri College-Dubuque,Dubuque,IA,9748.0,17062.0,14104.0,Moderately Selective,0.5,,,153,1000840,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Capri College-Cedar Rapids,Cedar Rapids,IA,9748.0,17062.0,13683.0,Moderately Selective,0.5,,,128,1000841,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Central College,Pella,IA,20988.0,20988.0,22353.0,Less Selective,0.7897,,,1062,1000842,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Clarke University,Dubuque,IA,39600.0,39600.0,20068.0,Less Selective,0.6816,,,782,1000843,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Coe College,Cedar Rapids,IA,52576.0,52576.0,19155.0,Less Selective,0.7067,,,1246,1000844,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Cornell College,Mount Vernon,IA,50634.0,50634.0,25079.0,Less Selective,0.8066,,,1074,1000845,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Des Moines Area Community College,Ankeny,IA,5550.0,11100.0,11050.0,Moderately Selective,0.5,,,10406,1000846,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Dordt University,Sioux Center,IA,35960.0,35960.0,25383.0,Less Selective,0.7116,,,1547,1000847,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Drake University,Des Moines,IA,49944.0,49944.0,30042.0,Less Selective,0.6413,,,2669,1000848,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Dubuque,Dubuque,IA,40065.0,40065.0,23250.0,Less Selective,0.8692,,,1473,1000849,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ellsworth Community College,Iowa Falls,IA,5304.0,6312.0,10915.0,Moderately Selective,0.5,,,540,1000850,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Emmaus Bible College,Dubuque,IA,20000.0,20000.0,12904.0,Less Selective,0.977,,,183,1000851,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eastern Iowa Community College District,Davenport,IA,4680.0,6299.0,9722.0,Moderately Selective,0.5,,,3244,1000852,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,19530.0,19530.0,17819.0,Moderately Selective,0.4968,,,371,1000853,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Graceland University-Lamoni,Lamoni,IA,33220.0,33220.0,15975.0,Less Selective,0.8321999999999999,,,901,1000854,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Grand View University,Des Moines,IA,33450.0,33450.0,21616.0,Less Selective,0.9838,,,1472,1000855,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Grinnell College,Grinnell,IA,64862.0,64862.0,15608.0,Highly Selective,0.1268,,,1705,1000856,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hawkeye Community College,Waterloo,IA,6308.0,6598.0,10298.0,Moderately Selective,0.5,,,2528,1000857,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indian Hills Community College,Ottumwa,IA,4872.0,6120.0,7492.0,Moderately Selective,0.5,,,1635,1000858,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Iowa Central Community College,Fort Dodge,IA,5376.0,7668.0,9601.0,Moderately Selective,0.5,,,3107,1000859,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Iowa Lakes Community College,Estherville,IA,7196.0,7644.0,10846.0,Moderately Selective,0.5,,,995,1000860,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Iowa State University,Ames,IA,10497.0,27683.0,18165.0,Less Selective,0.8913,,,25033,1000861,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Iowa Western Community College,Council Bluffs,IA,6780.0,6930.0,11574.0,Moderately Selective,0.5,,,3029,1000862,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Iowa,Iowa City,IA,10964.0,32927.0,21398.0,Less Selective,0.8467,,,21691,1000863,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kirkwood Community College,Cedar Rapids,IA,5980.0,7968.0,9388.0,Moderately Selective,0.5,,,7438,1000864,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
La James International College-Johnston,Johnston,IA,9748.0,17062.0,17456.0,Moderately Selective,0.5,,,113,1000865,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Loras College,Dubuque,IA,38298.0,38298.0,21057.0,Less Selective,0.9183,,,1087,1000866,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Luther College,Decorah,IA,50320.0,50320.0,25635.0,Less Selective,0.7326999999999999,,,1454,1000867,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Maharishi International University,Fairfield,IA,16530.0,16530.0,18225.0,Less Selective,0.9690000000000001,,,774,1000868,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Marshalltown Community College,Marshalltown,IA,5304.0,5808.0,7144.0,Moderately Selective,0.5,,,868,1000869,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Mercy College of Health Sciences,Des Moines,IA,17328.0,17328.0,23417.0,Less Selective,0.9878,,,905,1000870,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Morningside University,Sioux City,IA,38190.0,38190.0,23169.0,Less Selective,0.7056999999999999,,,1166,1000871,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Mount Mercy University,Cedar Rapids,IA,39070.0,39070.0,23435.0,Less Selective,0.7876000000000001,,,1135,1000872,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ashford University,San Diego,CA,13160.0,13160.0,25321.0,Moderately Selective,0.5,,,23734,1000873,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Iowa Area Community College,Mason City,IA,6436.0,9245.0,8849.0,Moderately Selective,0.5,,,1271,1000874,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Northern Iowa,Cedar Falls,IA,9728.0,21272.0,14609.0,Less Selective,0.9440000000000001,,,7599,1000875,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northwestern College,Orange City,IA,35300.0,35300.0,23519.0,Less Selective,0.8701000000000001,,,1125,1000876,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northeast Iowa Community College,Calmar,IA,6600.0,7470.0,10059.0,Moderately Selective,0.5,,,1736,1000877,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northwest Iowa Community College,Sheldon,IA,7110.0,7410.0,12357.0,Moderately Selective,0.5,,,856,1000878,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
PCI Academy-Ames,Ames,IA,9748.0,17062.0,18518.0,Moderately Selective,0.5,,,170,1000879,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Ambrose University,Davenport,IA,35598.0,35598.0,22750.0,Less Selective,0.7332,,,2101,1000880,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
St Luke's College,Sioux City,IA,20940.0,20940.0,13021.0,Moderately Selective,0.44439999999999996,,,192,1000881,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
La James International College-Davenport,Davenport,IA,9748.0,17062.0,20940.0,Moderately Selective,0.5,,,123,1000882,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Simpson College,Indianola,IA,46212.0,46212.0,22231.0,Less Selective,0.8887999999999999,,,1130,1000883,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southeastern Community College,West Burlington,IA,6300.0,6450.0,12812.0,Moderately Selective,0.5,,,1529,1000884,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southwestern Community College,Creston,IA,7024.0,7248.0,9775.0,Moderately Selective,0.5,,,774,1000885,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Capri College-Davenport,Davenport,IA,9748.0,17062.0,12882.0,Moderately Selective,0.5,,,142,1000886,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Upper Iowa University,Fayette,IA,19000.0,19000.0,23172.0,Less Selective,0.9338,,,2021,1000887,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Waldorf University,Forest City,IA,25220.0,25220.0,21683.0,Less Selective,0.726,,,2103,1000888,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wartburg College,Waverly,IA,51040.0,51040.0,22604.0,Less Selective,0.9941,,,1446,1000889,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,9748.0,17062.0,13595.0,Moderately Selective,0.5,,,101,1000890,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Western Iowa Tech Community College,Sioux City,IA,5042.0,5186.0,8875.0,Moderately Selective,0.5,,,2589,1000891,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
William Penn University,Oskaloosa,IA,28750.0,28750.0,22115.0,Moderately Selective,0.5700999999999999,,,1391,1000892,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Allen County Community College,Iola,KS,3920.0,4480.0,5899.0,Moderately Selective,0.5,,,761,1000893,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Baker University,Baldwin City,KS,33900.0,33900.0,22500.0,Less Selective,0.9209999999999999,,,1080,1000894,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Barton County Community College,Great Bend,KS,3616.0,4832.0,11865.0,Moderately Selective,0.5,,,2273,1000895,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Benedictine College,Atchison,KS,34800.0,34800.0,27477.0,Less Selective,0.7645000000000001,,,2236,1000896,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bethany College,Lindsborg,KS,31946.0,31946.0,29203.0,Less Selective,0.7859999999999999,,,583,1000897,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bethel College-North Newton,North Newton,KS,34002.0,34002.0,24392.0,Less Selective,0.9570000000000001,,,499,1000898,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Butler Community College,El Dorado,KS,3556.0,6256.0,16051.0,Moderately Selective,0.5,,,5694,1000899,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Central Christian College of Kansas,McPherson,KS,21000.0,21000.0,12473.0,Moderately Selective,0.5,,,394,1000900,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Cloud County Community College,Concordia,KS,3180.0,4140.0,11477.0,Moderately Selective,0.5,,,807,1000901,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Coffeyville Community College,Coffeyville,KS,3040.0,4608.0,5481.0,Moderately Selective,0.5,,,870,1000902,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colby Community College,Colby,KS,4046.0,5736.0,8021.0,Moderately Selective,0.5,,,837,1000903,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Cowley County Community College,Arkansas City,KS,4350.0,6150.0,6752.0,Moderately Selective,0.5,,,1548,1000904,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Dodge City Community College,Dodge City,KS,4650.0,5850.0,6147.0,Moderately Selective,0.5,,,1200,1000905,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Donnelly College,Kansas City,KS,10350.0,10350.0,15025.0,Moderately Selective,0.5,,,343,1000906,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Emporia State University,Emporia,KS,7356.0,15669.0,15702.0,Less Selective,0.9773999999999999,,,2328,1000907,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Flint Hills Technical College,Emporia,KS,6196.0,6196.0,15533.0,Moderately Selective,0.5,,,341,1000908,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fort Hays State University,Hays,KS,5633.0,16811.0,13493.0,Less Selective,0.9177,,,9792,1000909,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Barclay College,Haviland,KS,26590.0,26590.0,28827.0,Moderately Selective,0.5449,,,161,1000910,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Friends University,Wichita,KS,32748.0,32748.0,25752.0,Moderately Selective,0.5564,,,1015,1000911,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fort Scott Community College,Fort Scott,KS,3240.0,3690.0,665.0,Moderately Selective,0.5,,,763,1000912,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Garden City Community College,Garden City,KS,3570.0,4200.0,8681.0,Moderately Selective,0.5,,,1321,1000913,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Haskell Indian Nations University,Lawrence,KS,600.0,600.0,3031.0,Less Selective,0.8832,,,878,1000914,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hesston College,Hesston,KS,31368.0,31368.0,21458.0,Moderately Selective,0.5,,,308,1000915,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Highland Community College,Highland,KS,4116.0,4116.0,10388.0,Moderately Selective,0.5,,,1262,1000916,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hutchinson Community College,Hutchinson,KS,3420.0,4650.0,5300.0,Moderately Selective,0.5,,,2911,1000917,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Independence Community College,Independence,KS,4260.0,4650.0,6262.0,Moderately Selective,0.5,,,518,1000918,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Johnson County Community College,Overland Park,KS,2328.0,5472.0,13912.0,Moderately Selective,0.5,,,10634,1000919,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career College-Kansas City,Kansas City,MO,9748.0,17062.0,28094.0,Less Selective,0.9883,,,240,1000920,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kansas City Kansas Community College,Kansas City,KS,3150.0,6720.0,15255.0,Moderately Selective,0.5,,,3071,1000921,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kansas Christian College,Overland Park,KS,10950.0,10950.0,15686.0,Moderately Selective,0.5,,,143,1000922,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Kansas,Lawrence,KS,11700.0,29412.0,17365.0,Less Selective,0.882,,,19857,1000923,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Newman University,Wichita,KS,35500.0,35500.0,19045.0,Moderately Selective,0.47609999999999997,,,857,1000924,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kansas State University,Manhattan,KS,10942.0,27816.0,17883.0,Less Selective,0.7936,,,14835,1000925,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kansas Wesleyan University,Salina,KS,33470.0,33470.0,23369.0,Less Selective,0.8498,,,894,1000926,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Labette Community College,Parsons,KS,3968.0,4768.0,7795.0,Moderately Selective,0.5,,,766,1000927,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Manhattan Area Technical College,Manhattan,KS,9276.0,9276.0,11752.0,Moderately Selective,0.5,,,328,1000928,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Manhattan Christian College,Manhattan,KS,18424.0,18424.0,23608.0,Less Selective,1.0,,,132,1000929,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
McPherson College,McPherson,KS,35162.0,35162.0,24837.0,Less Selective,0.8379000000000001,,,786,1000930,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
MidAmerica Nazarene University,Olathe,KS,36120.0,36120.0,29520.0,Less Selective,0.7345999999999999,,,977,1000931,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Neosho County Community College,Chanute,KS,5644.0,5644.0,10179.0,Moderately Selective,0.5,,,848,1000932,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Central Kansas Technical College,Beloit,KS,7208.0,7208.0,17460.0,Moderately Selective,0.5,,,472,1000933,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northwest Kansas Technical College,Goodland,KS,9748.0,17062.0,12222.0,Moderately Selective,0.5,,,314,1000934,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ottawa University-Ottawa,Ottawa,KS,35300.0,35300.0,28083.0,Less Selective,0.8003,,,935,1000935,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pittsburg State University,Pittsburg,KS,8008.0,19692.0,18889.0,Less Selective,0.8817,,,4162,1000936,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pratt Community College,Pratt,KS,4064.0,4712.0,8244.0,Moderately Selective,0.5,,,600,1000937,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Saint Mary,Leavenworth,KS,33890.0,33890.0,23335.0,Less Selective,0.8984000000000001,,,889,1000938,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Salina Area Technical College,Salina,KS,7020.0,7020.0,7018.0,Moderately Selective,0.5,,,352,1000939,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Seward County Community College,Liberal,KS,3744.0,5056.0,6742.0,Moderately Selective,0.5,,,1140,1000940,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southwestern College,Winfield,KS,38480.0,38480.0,27310.0,Less Selective,0.6496999999999999,,,1026,1000941,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sterling College,Sterling,KS,32200.0,32200.0,22403.0,Moderately Selective,0.5303,,,569,1000942,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Tabor College,Hillsboro,KS,35050.0,35050.0,19868.0,Less Selective,0.6462,,,530,1000943,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Washburn University,Topeka,KS,9578.0,20582.0,13046.0,Moderately Selective,0.5,,,4093,1000944,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,6018.0,6928.0,10741.0,Moderately Selective,0.5,,,2778,1000945,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wichita State University,Wichita,KS,9322.0,19240.0,13776.0,Less Selective,0.9494,,,10493,1000946,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wichita Technical Institute,Wichita,KS,9748.0,17062.0,18524.0,Moderately Selective,0.5,,,866,1000947,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Alice Lloyd College,Pippa Passes,KY,14080.0,14080.0,17839.0,Less Selective,0.8556999999999999,,,528,1000948,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Asbury University,Wilmore,KY,33640.0,33640.0,20428.0,Less Selective,0.6406000000000001,,,1369,1000949,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ashland Community and Technical College,Ashland,KY,4656.0,6192.0,4907.0,Moderately Selective,0.5,,,1566,1000950,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bellarmine University,Louisville,KY,47180.0,47180.0,23587.0,Less Selective,0.9359000000000001,,,2286,1000951,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Berea College,Berea,KY,49326.0,49326.0,4483.0,Moderately Selective,0.3271,,,1472,1000952,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
PJ's College of Cosmetology-Bowling Green,Bowling Green,KY,9748.0,17062.0,20272.0,Moderately Selective,0.5,,,285,1000953,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southcentral Kentucky Community and Technical College,Bowling Green,KY,4656.0,6192.0,3794.0,Moderately Selective,0.5,,,2952,1000954,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Brescia University,Owensboro,KY,30450.0,30450.0,14626.0,Moderately Selective,0.3461,,,538,1000955,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
