name,city,state,tuition_in_state_usd,tuition_out_of_state_usd,avg_net_price_usd,selectivity_tier,acceptance_rate,accepted_per_year,applicants_total,student_body_size,unitid,data_completeness,gpa_average,test_policy,financial_aid_policy,control,major_1,major_2,major_3
Pomona College,Claremont,CA,62326.0,62326.0,19424.0,Elite,0.0676,,,1638,1000313,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Porterville College,Porterville,CA,1409.0,10289.0,3728.0,Moderately Selective,0.5,,,2775,1000314,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Santa Ana College,Santa Ana,CA,1180.0,9460.0,3854.0,Moderately Selective,0.5,,,22011,1000315,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Shasta School of Cosmetology,Redding,CA,9748.0,17062.0,26582.0,Moderately Selective,0.5,,,101,1000316,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Redlands,Redlands,CA,57614.0,57614.0,22867.0,Less Selective,0.8092,,,2095,1000317,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of the Redwoods,Eureka,CA,1147.0,7783.0,3214.0,Moderately Selective,0.5,,,3514,1000318,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Salon Success Academy-Upland,Upland,CA,9748.0,17062.0,16626.0,Moderately Selective,0.5,,,238,1000319,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Salon Success Academy-Corona,Corona,CA,9748.0,17062.0,12983.0,Moderately Selective,0.5,,,216,1000320,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rio Hondo College,Whittier,CA,1388.0,9884.0,11903.0,Moderately Selective,0.5,,,15365,1000321,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Riverside City College,Riverside,CA,1420.0,11230.0,4026.0,Moderately Selective,0.5,,,17361,1000322,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sacramento City College,Sacramento,CA,1288.0,12808.0,3974.0,Moderately Selective,0.5,,,16952,1000323,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saddleback College,Mission Viejo,CA,1432.0,13732.0,2976.0,Moderately Selective,0.5,,,15959,1000324,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Samuel Merritt University,Oakland,CA,9748.0,17062.0,,Moderately Selective,0.5,,,712,1000325,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Diego City College,San Diego,CA,1150.0,9094.0,-818.0,Moderately Selective,0.5,,,10584,1000326,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Diego Mesa College,San Diego,CA,1150.0,9094.0,-904.0,Moderately Selective,0.5,,,15899,1000327,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Diego Miramar College,San Diego,CA,1150.0,9094.0,-2735.0,Moderately Selective,0.5,,,10740,1000328,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Diego State University,San Diego,CA,8290.0,20170.0,16174.0,Moderately Selective,0.3444,,,33654,1000329,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of San Diego,San Diego,CA,56444.0,56444.0,31265.0,Moderately Selective,0.4675,,,5619,1000330,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Francisco Conservatory of Music,San Francisco,CA,54550.0,54550.0,42448.0,Moderately Selective,0.5194,,,215,1000331,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Francisco State University,San Francisco,CA,7424.0,19304.0,12882.0,Less Selective,0.9615,,,20033,1000332,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of San Francisco,San Francisco,CA,58222.0,58222.0,39495.0,Moderately Selective,0.5077,,,5697,1000333,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Joaquin Delta College,Stockton,CA,1288.0,9072.0,8508.0,Moderately Selective,0.5,,,13964,1000334,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Joaquin Valley College-Visalia,Visalia,CA,9748.0,17062.0,29092.0,Moderately Selective,0.5,,,2270,1000335,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
William Jessup University,Rocklin,CA,37150.0,37150.0,25300.0,Less Selective,0.7681999999999999,,,1021,1000336,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Jose City College,San Jose,CA,1366.0,9486.0,16658.0,Moderately Selective,0.5,,,7039,1000337,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Jose State University,San Jose,CA,7992.0,19872.0,13741.0,Less Selective,0.8023,,,26757,1000338,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of San Mateo,San Mateo,CA,1332.0,11384.0,1504.0,Moderately Selective,0.5,,,7359,1000339,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Santa Barbara City College,Santa Barbara,CA,1234.0,10186.0,10029.0,Moderately Selective,0.5,,,10070,1000340,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Santa Clara University,Santa Clara,CA,59241.0,59241.0,50959.0,Moderately Selective,0.4384,,,6235,1000341,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Santa Monica College,Santa Monica,CA,1156.0,9316.0,3600.0,Moderately Selective,0.5,,,21194,1000342,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Santa Rosa Junior College,Santa Rosa,CA,1318.0,11308.0,5541.0,Moderately Selective,0.5,,,14327,1000343,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Scripps College,Claremont,CA,63434.0,63434.0,38802.0,Moderately Selective,0.3394,,,1077,1000344,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of the Sequoias,Visalia,CA,1394.0,8338.0,29.0,Moderately Selective,0.5,,,10752,1000345,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Shasta College,Redding,CA,1197.0,8277.0,3743.0,Moderately Selective,0.5,,,5536,1000346,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sierra College,Rocklin,CA,1156.0,9988.0,4462.0,Moderately Selective,0.5,,,13455,1000347,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sierra College of Beauty,Merced,CA,9748.0,17062.0,11519.0,Moderately Selective,0.5,,,245,1000348,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Simpson University,Redding,CA,38522.0,38522.0,27923.0,Less Selective,0.9903,,,751,1000349,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of the Siskiyous,Weed,CA,1444.0,9394.0,7241.0,Moderately Selective,0.5,,,1080,1000350,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Skyline College,San Bruno,CA,1332.0,11384.0,-1180.0,Moderately Selective,0.5,,,7132,1000351,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
San Bernardino Valley College,San Bernardino,CA,1185.0,10017.0,8234.0,Moderately Selective,0.5,,,11106,1000352,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Mary's College of California,Moraga,CA,56134.0,56134.0,31198.0,Less Selective,0.8858,,,2024,1000353,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Solano Community College,Fairfield,CA,1172.0,8900.0,3869.0,Moderately Selective,0.5,,,7688,1000354,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sonoma State University,Rohnert Park,CA,8190.0,20070.0,13801.0,Less Selective,0.9473,,,5374,1000355,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
South Coast College,Orange,CA,13409.0,13409.0,22480.0,Moderately Selective,0.5,,,241,1000356,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Vanguard University of Southern California,Costa Mesa,CA,39950.0,39950.0,19761.0,Less Selective,0.647,,,1975,1000357,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career College-Garden Grove,Garden Grove,CA,9748.0,17062.0,22610.0,Less Selective,0.9593,,,202,1000358,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southwestern College,Chula Vista,CA,1344.0,9492.0,10893.0,Moderately Selective,0.5,,,16640,1000359,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southern California Institute of Architecture,Los Angeles,CA,53564.0,53564.0,37535.0,Less Selective,0.8267,,,236,1000360,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Southern California,Los Angeles,CA,68237.0,68237.0,31927.0,Highly Selective,0.1002,,,20817,1000361,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Taft College,Taft,CA,1108.0,9076.0,2699.0,Moderately Selective,0.5,,,3216,1000362,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Thomas Aquinas College,Santa Paula,CA,28700.0,28700.0,25032.0,Less Selective,0.7870999999999999,,,539,1000363,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
UEI College-Huntington Park,Huntington Park,CA,9748.0,17062.0,26959.0,Moderately Selective,0.5,,,1036,1000364,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career College-San Bernardino,San Bernardino,CA,9748.0,17062.0,23161.0,Less Selective,0.981,,,260,1000365,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career College-North Hollywood,North Hollywood,CA,9748.0,17062.0,23584.0,Less Selective,0.9902,,,143,1000366,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ventura College,Ventura,CA,1416.0,8179.0,2257.0,Moderately Selective,0.5,,,9971,1000367,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Victor Valley College,Victorville,CA,1425.0,10125.0,3228.0,Moderately Selective,0.5,,,12107,1000368,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Berkeley City College,Berkeley,CA,1148.0,8684.0,8957.0,Moderately Selective,0.5,,,4541,1000369,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Walden University,Minneapolis,MN,12498.0,12498.0,,Moderately Selective,0.5,,,7337,1000370,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Coalinga College,Coalinga,CA,1384.0,10084.0,8626.0,Moderately Selective,0.5,,,2177,1000371,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
West Los Angeles College,Culver City,CA,1238.0,10130.0,7131.0,Moderately Selective,0.5,,,7277,1000372,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
West Valley College,Saratoga,CA,1490.0,8702.0,1842.0,Moderately Selective,0.5,,,6086,1000373,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Carrington College-Sacramento,Sacramento,CA,9748.0,17062.0,37143.0,Moderately Selective,0.5,,,2262,1000374,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Westmont College,Santa Barbara,CA,51790.0,51790.0,32926.0,Less Selective,0.7986,,,1310,1000375,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Whittier College,Whittier,CA,49864.0,49864.0,29871.0,Less Selective,0.8538,,,812,1000376,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Woodbury University,Burbank,CA,44886.0,44886.0,28248.0,Less Selective,0.7287,,,825,1000377,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,16900.0,16900.0,12258.0,Less Selective,0.6168,,,157,1000378,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Yuba College,Marysville,CA,1128.0,8208.0,3573.0,Moderately Selective,0.5,,,4311,1000379,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Adams State University,Alamosa,CO,9776.0,21848.0,14173.0,Moderately Selective,0.5,,,1239,1000380,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Aims Community College,Greeley,CO,2090.0,11306.0,9535.0,Moderately Selective,0.5,,,3182,1000381,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Arapahoe Community College,Littleton,CO,4308.0,16542.0,10790.0,Moderately Selective,0.5,,,5392,1000382,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bel-Rea Institute of Animal Technology,Denver,CO,13819.0,13819.0,24961.0,Moderately Selective,0.5942000000000001,,,161,1000383,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,10017.0,28209.0,19133.0,Less Selective,0.7781,,,10686,1000384,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Colorado Colorado Springs,Colorado Springs,CO,9712.0,20492.0,16431.0,Less Selective,0.9656999999999999,,,8870,1000385,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Spartan College of Aeronautics and Technology,Broomfield,CO,17406.0,17406.0,30922.0,Moderately Selective,0.5,,,321,1000386,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Colorado Boulder,Boulder,CO,16430.0,41943.0,21480.0,Less Selective,0.8328,,,31578,1000387,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado Christian University,Lakewood,CO,39266.0,39266.0,25458.0,Moderately Selective,0.5,,,5363,1000388,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado College,Colorado Springs,CO,67932.0,67932.0,31678.0,Highly Selective,0.2003,,,2139,1000389,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career College-Aurora,Aurora,CO,9748.0,17062.0,16547.0,Less Selective,1.0,,,196,1000390,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado Mountain College,Glenwood Springs,CO,2700.0,12540.0,6342.0,Moderately Selective,0.5,,,2821,1000391,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado Northwestern Community College,Rangely,CO,4454.0,7084.0,12316.0,Moderately Selective,0.5,,,500,1000392,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado School of Mines,Golden,CO,21186.0,44376.0,29240.0,Moderately Selective,0.5971,,,5801,1000393,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado School of Trades,Lakewood,CO,9748.0,17062.0,22635.0,Less Selective,0.7692,,,108,1000394,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado State University-Fort Collins,Fort Collins,CO,12896.0,33751.0,20332.0,Less Selective,0.8959,,,25148,1000395,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado Technical University-Colorado Springs,Colorado Springs,CO,12760.0,12760.0,14954.0,Moderately Selective,0.5,,,25932,1000396,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Community College of Aurora,Aurora,CO,4030.0,15680.0,7466.0,Moderately Selective,0.5,,,3346,1000397,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Technical College of the Rockies,Delta,CO,9748.0,17062.0,3790.0,Moderately Selective,0.5,,,142,1000398,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Community College of Denver,Denver,CO,4902.0,17136.0,9431.0,Moderately Selective,0.5,,,5156,1000399,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Denver,Denver,CO,59340.0,59340.0,36037.0,Less Selective,0.7119,,,6059,1000400,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Emily Griffith Technical College,Denver,CO,9748.0,17062.0,7003.0,Moderately Selective,0.5,,,5914,1000401,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fort Lewis College,Durango,CO,9670.0,20798.0,17339.0,Less Selective,0.932,,,3070,1000402,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Front Range Community College,Westminster,CO,4740.0,16974.0,10854.0,Moderately Selective,0.5,,,11132,1000403,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
International Salon and Spa Academy,Colorado Springs,CO,9748.0,17062.0,20904.0,Moderately Selective,0.5,,,307,1000404,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lamar Community College,Lamar,CO,4422.0,7052.0,10328.0,Moderately Selective,0.5,,,406,1000405,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado Mesa University,Grand Junction,CO,9712.0,24312.0,15331.0,Less Selective,0.8139,,,7604,1000406,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Metropolitan State University of Denver,Denver,CO,10780.0,29503.0,14294.0,Less Selective,0.9914000000000001,,,14932,1000407,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Morgan Community College,Fort  Morgan,CO,4127.0,16360.0,7161.0,Moderately Selective,0.5,,,619,1000408,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Naropa University,Boulder,CO,34600.0,34600.0,28862.0,Less Selective,0.94,,,368,1000409,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Nazarene Bible College,Colorado Springs,CO,10002.0,10002.0,,Moderately Selective,0.5,,,336,1000410,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northeastern Junior College,Sterling,CO,5582.0,8045.0,13224.0,Moderately Selective,0.5,,,825,1000411,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Northern Colorado,Greeley,CO,12010.0,26204.0,18457.0,Less Selective,0.8643000000000001,,,5693,1000412,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Otero College,La Junta,CO,4418.0,7048.0,11329.0,Moderately Selective,0.5,,,642,1000413,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pikes Peak State College,Colorado Springs,CO,4302.0,16534.0,9682.0,Moderately Selective,0.5,,,9307,1000414,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pueblo Community College,Pueblo,CO,4883.0,17116.0,11063.0,Moderately Selective,0.5,,,3293,1000415,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Red Rocks Community College,Lakewood,CO,4707.0,16947.0,9356.0,Moderately Selective,0.5,,,4281,1000416,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Regis University,Denver,CO,43980.0,43980.0,22689.0,Less Selective,0.8726999999999999,,,2599,1000417,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rocky Mountain College of Art and Design,Lakewood,CO,23720.0,23720.0,28037.0,Moderately Selective,0.5,,,1878,1000418,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Colorado State University Pueblo,Pueblo,CO,9401.0,17242.0,12948.0,Less Selective,0.9984000000000001,,,3028,1000419,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pickens Technical College,Aurora,CO,4930.0,8330.0,7055.0,Moderately Selective,0.5,,,646,1000420,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Intellitec College-Colorado Springs,Colorado Springs,CO,9748.0,17062.0,22051.0,Moderately Selective,0.5,,,816,1000421,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Intellitec College-Grand Junction,Grand Junction,CO,9748.0,17062.0,16656.0,Moderately Selective,0.5,,,1160,1000422,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinidad State College,Trinidad,CO,4468.0,7100.0,11197.0,Moderately Selective,0.5,,,1168,1000423,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
United States Air Force Academy,USAF Academy,CO,9748.0,17062.0,,Highly Selective,0.1393,,,4124,1000424,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Western Colorado University,Gunnison,CO,11083.0,23683.0,16773.0,Less Selective,0.9747,,,1653,1000425,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Albertus Magnus College,New Haven,CT,39924.0,39924.0,32681.0,Less Selective,0.6437,,,882,1000426,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Bridgeport,Bridgeport,CT,35760.0,35760.0,24786.0,Less Selective,0.6431,,,1450,1000427,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Central Connecticut State University,New Britain,CT,12460.0,25736.0,16435.0,Less Selective,0.7553,,,7670,1000428,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Charter Oak State College,New Britain,CT,8506.0,8506.0,15663.0,Moderately Selective,0.5,,,1620,1000429,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Cortiva Institute,Cromwell,CT,9748.0,17062.0,34368.0,Moderately Selective,0.5,,,220,1000430,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Connecticut College,New London,CT,64812.0,64812.0,33998.0,Moderately Selective,0.38280000000000003,,,1960,1000431,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Porter & Chester Institute of Hamden,Hamden,CT,14337.0,14337.0,19011.0,Moderately Selective,0.5,,,333,1000432,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Connecticut,Storrs,CT,20366.0,43034.0,22886.0,Moderately Selective,0.5395,,,19147,1000433,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Goodwin University,East Hartford,CT,21198.0,21198.0,28544.0,Moderately Selective,0.5,,,2761,1000434,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eastern Connecticut State University,Willimantic,CT,13292.0,16624.0,20480.0,Less Selective,0.8055,,,3377,1000435,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fairfield University,Fairfield,CT,56360.0,56360.0,46274.0,Moderately Selective,0.4498,,,4938,1000436,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Paul Mitchell the School-North Haven,North Haven,CT,9748.0,17062.0,13534.0,Moderately Selective,0.5,,,191,1000437,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Connecticut State Community College,Hartford,CT,5092.0,14840.0,8865.0,Moderately Selective,0.5,,,32292,1000438,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
American Institute-West Hartford,West Hartford,CT,9748.0,17062.0,18110.0,Moderately Selective,0.5,,,396,1000439,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Hartford,West Hartford,CT,47647.0,47647.0,29558.0,Less Selective,0.8301000000000001,,,4032,1000440,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Holy Apostles College and Seminary,Cromwell,CT,9580.0,9580.0,16073.0,Moderately Selective,0.5,,,203,1000441,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Mitchell College,New London,CT,39050.0,39050.0,30841.0,Less Selective,0.7336,,,421,1000442,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lincoln Technical Institute-New Britain,New Britain,CT,9748.0,17062.0,30180.0,Moderately Selective,0.5,,,783,1000443,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
New England Tractor Trailer Training School of Connecticut,Somers,CT,9748.0,17062.0,15448.0,Moderately Selective,0.5,,,293,1000444,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of New Haven,West Haven,CT,45730.0,45730.0,34089.0,Less Selective,0.8055,,,4799,1000445,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Paier College,Bridgeport,CT,26400.0,26400.0,30982.0,Less Selective,0.6154,,,183,1000446,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Porter & Chester Institute,Bridgeport,CT,14349.0,14349.0,17332.0,Moderately Selective,0.5,,,1405,1000447,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Post University,Waterbury,CT,17100.0,17100.0,19196.0,Moderately Selective,0.5,,,18975,1000448,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Quinnipiac University,Hamden,CT,53090.0,53090.0,39207.0,Less Selective,0.77,,,6208,1000449,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sacred Heart University,Fairfield,CT,48460.0,48460.0,45459.0,Less Selective,0.6768000000000001,,,6904,1000450,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Saint Joseph,West Hartford,CT,45908.0,45908.0,27375.0,Less Selective,0.7964,,,825,1000451,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southern Connecticut State University,New Haven,CT,12828.0,26104.0,20877.0,Less Selective,0.8112,,,6180,1000452,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinity College,Hartford,CT,67420.0,67420.0,35009.0,Moderately Selective,0.33520000000000005,,,2193,1000453,1.0,3.5,Required,Need-blind,Public,Liberal Arts,Biology,Economics
United States Coast Guard Academy,New London,CT,9748.0,17062.0,,Highly Selective,0.2432,,,1081,1000454,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wesleyan University,Middletown,CT,67316.0,67316.0,27888.0,Highly Selective,0.171,,,2973,1000455,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Western Connecticut State University,Danbury,CT,12763.0,16095.0,18617.0,Less Selective,0.8136,,,3434,1000456,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Yale University,New Haven,CT,64700.0,64700.0,27818.0,Elite,0.045,,,6811,1000457,1.0,3.5,Required,Need-blind,Public,Law,History,Political Science
Dawn Career Institute LLC,Newark,DE,9748.0,17062.0,15731.0,Moderately Selective,0.5,,,385,1000458,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Delaware Technical Community College-Terry,Dover,DE,4965.0,11828.0,8033.0,Moderately Selective,0.5,,,11012,1000459,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Delaware State University,Dover,DE,10314.0,20250.0,15745.0,Less Selective,0.6167,,,4630,1000460,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Delaware,Newark,DE,16080.0,39720.0,16931.0,Less Selective,0.6511,,,18812,1000461,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Goldey-Beacom College,Wilmington,DE,13440.0,13440.0,16957.0,Less Selective,0.7653,,,634,1000462,1.0,3.5,Required,Need-blind,Public,Liberal Arts,Biology,Economics
Schilling-Douglas School of Hair Design,Newark,DE,9748.0,17062.0,15105.0,Moderately Selective,0.5,,,166,1000463,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wilmington University,New Castle,DE,12330.0,12330.0,15355.0,Moderately Selective,0.5,,,8497,1000464,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
American University,Washington,DC,56543.0,56543.0,41945.0,Moderately Selective,0.4738,,,7593,1000465,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
The Catholic University of America,Washington,DC,55834.0,55834.0,32798.0,Less Selective,0.8384,,,3063,1000466,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of the District of Columbia,Washington,DC,6152.0,13004.0,14693.0,Moderately Selective,0.5,,,3080,1000467,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gallaudet University,Washington,DC,18382.0,18382.0,14085.0,Less Selective,0.6093999999999999,,,879,1000468,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
George Washington University,Washington,DC,64990.0,64990.0,37454.0,Moderately Selective,0.4354,,,10848,1000469,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgetown University,Washington,DC,65081.0,65081.0,39433.0,Highly Selective,0.1308,,,7462,1000470,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Howard University,Washington,DC,33344.0,33344.0,47919.0,Moderately Selective,0.3489,,,9604,1000471,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Strayer University-District of Columbia,Washington,DC,13920.0,13920.0,,Moderately Selective,0.5,,,309,1000472,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinity Washington University,Washington,DC,26110.0,26110.0,12233.0,Less Selective,0.9919,,,1415,1000473,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
