unitid,applications,admitted,enrolled,acceptance_rate,sat_verbal_25,sat_verbal_75,sat_math_25,sat_math_75,sat_total_25,sat_total_75,act_composite_25,act_composite_75,act_english_25,act_english_75,act_math_25,act_math_75,selectivity_tier,test_policy,financial_aid_policy,gpa_average
217536,5697,3983.0,552.0,0.6991398981920309,600.0,660.0,560.0,635.0,1160.0,1295.0,26.0,30.0,25.0,33.0,25.0,27.0,Less Selective,Required,Need-blind,3.509819670915847
217624,3658,1175.0,170.0,0.3212137780207764,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.645277702734279
217633,4732,2499.0,849.0,0.5281065088757396,560.0,660.0,530.0,630.0,1090.0,1290.0,22.0,28.0,21.0,29.0,20.0,26.0,Less Selective,Required,Need-blind,3.3990511604349396
217688,6072,4620.0,725.0,0.7608695652173914,480.0,600.0,470.0,560.0,950.0,1160.0,17.0,24.0,15.0,24.0,16.0,23.0,Less Selective,Required,Need-blind,3.0479866422752218
217721,8073,5433.0,338.0,0.6729840208101078,420.0,510.0,400.0,500.0,820.0,1010.0,14.0,19.0,,,,,Less Selective,Required,Need-blind,3.549531171410552
217776,472,472.0,159.0,1.0,500.0,600.0,480.0,600.0,980.0,1200.0,19.0,24.0,17.0,22.0,18.0,23.0,Less Selective,Required,Need-blind,3.4309914645655537
217819,26683,19212.0,2637.0,0.7200089944908743,580.0,660.0,550.0,640.0,1130.0,1300.0,24.0,29.0,23.0,31.0,22.0,27.0,Less Selective,Required,Need-blind,3.2605131608121694
217864,2883,2828.0,661.0,0.980922650017343,540.0,640.0,540.0,610.0,1080.0,1250.0,22.0,26.0,21.0,25.0,20.0,25.0,Less Selective,Required,Need-blind,3.4550826923865823
217873,6999,5078.0,456.0,0.7255322188884127,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2591748619988397
217882,60122,22879.0,4494.0,0.3805428961112405,620.0,690.0,610.0,700.0,1230.0,1390.0,28.0,32.0,26.0,34.0,26.0,31.0,Selective,Required,Need-blind,3.538685656653061
217907,1121,1090.0,172.0,0.9723461195361285,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0611487466409204
217925,372,363.0,116.0,0.9758064516129032,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3537663160237523
217934,2163,2072.0,204.0,0.9579288025889967,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0723663510821955
217961,2628,1682.0,225.0,0.6400304414003044,520.0,640.0,510.0,598.0,1030.0,1238.0,21.0,26.0,21.0,25.0,17.0,27.0,Less Selective,Required,Need-blind,3.244096143514492
217998,1037,628.0,295.0,0.6055930568948891,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.56981040455163
218061,3489,2869.0,632.0,0.8222986529091431,470.0,590.0,430.0,548.0,900.0,1138.0,17.0,23.0,16.0,22.0,16.0,23.0,Less Selective,Required,Need-blind,3.0427189685304192
218070,8406,4419.0,620.0,0.525695931477516,650.0,720.0,610.0,705.0,1260.0,1425.0,28.0,32.0,28.0,35.0,26.0,30.0,Less Selective,Required,Need-blind,3.3635010186242082
218229,5184,3521.0,846.0,0.6792052469135802,490.0,590.0,470.0,570.0,960.0,1160.0,17.0,24.0,15.0,23.0,16.0,22.0,Less Selective,Required,Need-blind,3.481606648943101
218238,3075,3022.0,321.0,0.9827642276422764,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1702687483640632
218414,4269,3193.0,470.0,0.7479503396579995,410.0,540.0,410.0,520.0,820.0,1060.0,17.0,24.0,16.0,24.0,16.0,23.0,Less Selective,Required,Need-blind,3.2660719170192847
218441,3243,2036.0,438.0,0.627813752698119,510.0,640.0,500.0,610.0,1010.0,1250.0,22.0,28.0,20.0,28.0,19.0,26.0,Less Selective,Required,Need-blind,3.1726977275115544
218539,3359,2430.0,265.0,0.723429592140518,550.0,650.0,530.0,630.0,1080.0,1280.0,22.0,27.0,21.0,30.0,20.0,26.0,Less Selective,Required,Need-blind,3.222387663969557
218645,2905,2316.0,616.0,0.7972461273666093,490.0,620.0,480.0,580.0,970.0,1200.0,17.0,23.0,15.0,22.0,16.0,22.0,Less Selective,Required,Need-blind,3.277359106134046
218654,2745,1899.0,503.0,0.6918032786885245,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3073877643335337
218663,46682,28706.0,7319.0,0.6149265241420676,600.0,690.0,580.0,690.0,1180.0,1380.0,26.0,32.0,25.0,34.0,24.0,29.0,Less Selective,Required,Need-blind,3.0965258417048482
218672,646,490.0,341.0,0.7585139318885449,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4587731791370167
218681,700,534.0,157.0,0.7628571428571429,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.510179848955821
218690,594,453.0,278.0,0.7626262626262627,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1085323833816214
218706,269,188.0,124.0,0.6988847583643123,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2748959138076636
218724,18223,14613.0,2775.0,0.8018986994457553,530.0,610.0,520.0,600.0,1050.0,1210.0,20.0,26.0,19.0,24.0,18.0,25.0,Less Selective,Required,Need-blind,3.1217928051081256
218733,9830,8034.0,1079.0,0.817293997965412,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0669127694564984
218742,3557,2476.0,674.0,0.6960922125386562,510.0,610.0,490.0,560.0,1000.0,1170.0,19.0,25.0,18.0,24.0,16.0,24.0,Less Selective,Required,Need-blind,3.0614712919134766
218821,1946,1584.0,450.0,0.8139773895169579,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5656101282175916
218964,5858,4397.0,867.0,0.7505974735404575,520.0,630.0,490.0,590.0,1010.0,1220.0,20.0,26.0,,,,,Less Selective,Required,Need-blind,3.211345826909335
218973,4183,2451.0,510.0,0.5859431030360985,610.0,680.0,590.0,670.0,1200.0,1350.0,27.0,31.0,26.0,33.0,7.0,9.0,Less Selective,Required,Need-blind,3.0094539070174275
219000,3330,1973.0,456.0,0.5924924924924925,530.0,640.0,545.0,650.0,1075.0,1290.0,21.0,27.0,20.0,26.0,20.0,26.0,Less Selective,Required,Need-blind,3.228404685936728
219046,1617,1527.0,489.0,0.9443413729128015,,,,,,,18.0,23.0,16.0,22.0,16.0,23.0,Less Selective,Required,Need-blind,3.063656177365576
219082,988,967.0,394.0,0.978744939271255,490.0,660.0,530.0,680.0,1020.0,1340.0,20.0,26.0,18.0,24.0,18.0,27.0,Less Selective,Required,Need-blind,3.006375527485184
219091,1153,839.0,184.0,0.7276669557675629,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.379754891133527
219198,1290,621.0,163.0,0.4813953488372093,,,,,,,19.0,24.0,,,,,Selective,Required,Need-blind,3.6834641187687898
219259,1082,1004.0,319.0,0.9279112754158965,,,,,,,18.0,24.0,16.0,23.0,17.0,25.0,Less Selective,Required,Need-blind,3.2302392990253175
219347,1539,1312.0,496.0,0.852501624431449,560.0,650.0,570.0,670.0,1130.0,1320.0,23.0,29.0,21.0,28.0,24.0,29.0,Less Selective,Required,Need-blind,3.332326431339584
219356,5884,5808.0,2274.0,0.9870836165873556,520.0,640.0,520.0,660.0,1040.0,1300.0,19.0,26.0,18.0,25.0,18.0,26.0,Less Selective,Required,Need-blind,3.39294661466161
219383,2478,2034.0,310.0,0.8208232445520581,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2160383230445184
219471,5349,5293.0,1359.0,0.9895307534118527,570.0,650.0,540.0,680.0,1110.0,1330.0,19.0,25.0,18.0,25.0,18.0,25.0,Less Selective,Required,Need-blind,3.4016707066896616
219602,5559,5334.0,1645.0,0.9595250944414463,468.0,575.0,475.0,590.0,943.0,1165.0,18.0,23.0,16.0,23.0,16.0,22.0,Less Selective,Required,Need-blind,3.3058739184425487
219639,152,103.0,43.0,0.6776315789473685,,,,,,,19.0,21.0,19.0,22.0,17.0,22.0,Less Selective,Required,Need-blind,3.1931501495384347
219709,8950,8624.0,1669.0,0.9635754189944135,600.0,690.0,560.0,660.0,1160.0,1350.0,23.0,30.0,23.0,33.0,22.0,27.0,Less Selective,Required,Need-blind,3.3540648640241235
219718,3318,3224.0,402.0,0.97166968053044,300.0,525.0,325.0,575.0,625.0,1100.0,16.0,24.0,16.0,24.0,16.0,24.0,Less Selective,Required,Need-blind,3.1007435840596087
219806,2991,2042.0,367.0,0.6827148110999666,480.0,570.0,460.0,560.0,940.0,1130.0,19.0,25.0,17.0,25.0,17.0,24.0,Less Selective,Required,Need-blind,3.358957184751889
219833,1105,977.0,200.0,0.8841628959276018,540.0,640.0,500.0,660.0,1040.0,1300.0,18.0,23.0,18.0,24.0,17.0,23.0,Less Selective,Required,Need-blind,3.1445615794268265
219903,597,438.0,351.0,0.7336683417085427,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0571628495736323
219949,2788,1868.0,673.0,0.6700143472022956,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.122884713618806
219976,4244,2828.0,711.0,0.6663524976437323,580.0,680.0,565.0,670.0,1145.0,1350.0,22.0,29.0,22.0,31.0,21.0,27.0,Less Selective,Required,Need-blind,3.459309510402118
220075,9903,8622.0,2141.0,0.8706452590124205,490.0,600.0,460.0,570.0,950.0,1170.0,19.0,26.0,19.0,25.0,17.0,25.0,Less Selective,Required,Need-blind,3.0941159598502153
220181,7982,4622.0,320.0,0.5790528689551491,590.0,700.0,570.0,780.0,1160.0,1480.0,20.0,25.0,21.0,26.0,17.0,23.0,Less Selective,Required,Need-blind,3.4854194767468396
220215,1077,976.0,269.0,0.9062209842154132,467.0,542.0,467.0,542.0,934.0,1084.0,19.0,26.0,18.0,26.0,17.0,24.0,Less Selective,Required,Need-blind,3.33846859881128
220473,610,328.0,181.0,0.5377049180327869,460.0,530.0,430.0,560.0,890.0,1090.0,19.0,24.0,19.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.5310954384252335
220516,1195,650.0,166.0,0.5439330543933054,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.378273793254369
220604,212,206.0,159.0,0.9716981132075472,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.285326528748911
220613,2150,1552.0,553.0,0.7218604651162791,520.0,630.0,500.0,610.0,1020.0,1240.0,20.0,26.0,20.0,28.0,17.0,25.0,Less Selective,Required,Need-blind,3.094037856729779
220631,4007,2375.0,368.0,0.5927127526828051,493.0,610.0,513.0,610.0,1006.0,1220.0,19.0,24.0,18.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.5010337932440914
220701,613,507.0,185.0,0.8270799347471451,480.0,565.0,515.0,585.0,995.0,1150.0,19.0,23.0,18.0,24.0,17.0,22.0,Less Selective,Required,Need-blind,3.117956339783657
220710,2809,1845.0,317.0,0.6568173727305091,513.0,590.0,505.0,598.0,1018.0,1188.0,20.0,28.0,19.0,29.0,17.0,26.0,Less Selective,Required,Need-blind,3.5694311128214355
220862,15640,14605.0,2591.0,0.9338235294117647,465.0,615.0,440.0,590.0,905.0,1205.0,17.0,24.0,16.0,24.0,16.0,23.0,Less Selective,Required,Need-blind,3.459097507982119
220978,14763,10039.0,3126.0,0.6800108379055747,510.0,630.0,490.0,600.0,1000.0,1230.0,19.0,26.0,19.0,26.0,17.0,24.0,Less Selective,Required,Need-blind,3.2696190064796524
221351,6025,2993.0,483.0,0.4967634854771784,650.0,730.0,640.0,760.0,1290.0,1490.0,28.0,33.0,30.0,35.0,26.0,31.0,Selective,Required,Need-blind,3.524774226829679
221519,5018,2554.0,449.0,0.5089677162216022,633.0,710.0,603.0,688.0,1236.0,1398.0,27.0,32.0,29.0,35.0,25.0,29.0,Less Selective,Required,Need-blind,3.017733058951351
221661,2731,1819.0,758.0,0.6660563896008788,500.0,650.0,470.0,620.0,970.0,1270.0,18.0,26.0,18.0,27.0,17.0,25.0,Less Selective,Required,Need-blind,3.4461458815721646
221731,988,587.0,168.0,0.5941295546558705,470.0,570.0,490.0,530.0,960.0,1100.0,17.0,23.0,16.0,24.0,16.0,22.0,Less Selective,Required,Need-blind,3.5179818234294356
221740,9096,7006.0,2381.0,0.7702286719437115,510.0,605.0,495.0,580.0,1005.0,1185.0,20.0,25.0,19.0,25.0,17.0,24.0,Less Selective,Required,Need-blind,3.417988449794045
221759,50488,23221.0,6694.0,0.4599310727301537,600.0,670.0,590.0,670.0,1190.0,1340.0,25.0,31.0,24.0,32.0,24.0,29.0,Selective,Required,Need-blind,3.710564190635885
221768,5199,4540.0,1118.0,0.8732448547797653,500.0,620.0,500.0,590.0,1000.0,1210.0,19.0,24.0,18.0,25.0,17.0,24.0,Less Selective,Required,Need-blind,3.1775703773184065
221838,12890,11940.0,1770.0,0.9262994569433669,433.0,538.0,423.0,530.0,856.0,1068.0,16.0,21.0,14.0,21.0,15.0,20.0,Less Selective,Required,Need-blind,3.1507732262775066
221847,8772,7295.0,1988.0,0.8316233470132239,520.0,620.0,500.0,630.0,1020.0,1250.0,20.0,27.0,20.0,27.0,18.0,26.0,Less Selective,Required,Need-blind,3.325497975997421
221892,1958,1371.0,375.0,0.7002042900919305,488.0,600.0,485.0,593.0,973.0,1193.0,18.0,24.0,18.0,25.0,16.0,24.0,Less Selective,Required,Need-blind,3.323820402708031
221953,758,458.0,216.0,0.604221635883905,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5946706509267323
221971,3012,1421.0,323.0,0.4717795484727756,540.0,690.0,490.0,650.0,1030.0,1340.0,22.0,29.0,22.0,30.0,19.0,27.0,Selective,Required,Need-blind,3.694830300156933
221999,45313,2844.0,1622.0,0.06276344536887869,740.0,770.0,770.0,790.0,1510.0,1560.0,34.0,35.0,35.0,36.0,32.0,35.0,Elite,Required,Need-blind,3.939948716790832
222178,10510,6714.0,862.0,0.6388201712654614,540.0,650.0,520.0,640.0,1060.0,1290.0,22.0,28.0,21.0,29.0,20.0,27.0,Less Selective,Required,Need-blind,3.4327075544939003
222831,4660,3692.0,1442.0,0.792274678111588,470.0,580.0,450.0,560.0,920.0,1140.0,17.0,24.0,15.0,23.0,17.0,24.0,Less Selective,Required,Need-blind,3.4279216494125753
222983,5474,2554.0,296.0,0.46656923639020825,590.0,680.0,580.0,660.0,1170.0,1340.0,26.0,32.0,24.0,33.0,22.0,29.0,Selective,Required,Need-blind,3.5095733461026732
223232,39735,20262.0,3317.0,0.509928274820687,610.0,700.0,600.0,700.0,1210.0,1400.0,27.0,32.0,26.0,34.0,25.0,30.0,Less Selective,Required,Need-blind,3.170981134948712
224004,2170,1976.0,238.0,0.9105990783410138,440.0,550.0,420.0,550.0,860.0,1100.0,15.0,24.0,14.0,23.0,15.0,23.0,Less Selective,Required,Need-blind,3.452260318665309
224147,10675,9551.0,2064.0,0.8947072599531616,500.0,600.0,470.0,580.0,970.0,1180.0,18.0,25.0,16.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.515274937800399
224226,8018,7303.0,579.0,0.9108256423048142,490.0,620.0,470.0,597.0,960.0,1217.0,21.0,27.0,19.0,28.0,18.0,26.0,Less Selective,Required,Need-blind,3.131942431348924
224244,313,263.0,89.0,0.8402555910543131,370.0,565.0,360.0,560.0,730.0,1125.0,13.0,21.0,11.0,22.0,12.0,22.0,Less Selective,Required,Need-blind,3.0345623460918283
224323,4179,2265.0,348.0,0.5419956927494616,600.0,710.0,570.0,660.0,1170.0,1370.0,25.0,32.0,25.0,35.0,21.0,29.0,Less Selective,Required,Need-blind,3.3568253143698206
224527,1639,985.0,376.0,0.6009762050030506,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.457544905911352
224545,1802,1445.0,259.0,0.8018867924528302,440.0,550.0,430.0,530.0,870.0,1080.0,16.0,22.0,15.0,22.0,16.0,22.0,Less Selective,Required,Need-blind,3.3839956891713108
224554,8231,7621.0,1172.0,0.9258899283197667,480.0,590.0,460.0,580.0,940.0,1170.0,18.0,24.0,15.0,23.0,17.0,25.0,Less Selective,Required,Need-blind,3.025348244386673
225201,113,111.0,110.0,0.9823008849557522,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.331323087794805
225247,2452,2367.0,356.0,0.9653344208809136,480.0,600.0,488.0,590.0,968.0,1190.0,18.0,24.0,16.0,23.0,17.0,24.0,Less Selective,Required,Need-blind,3.401911334247679
225399,9021,7681.0,729.0,0.8514577097882718,490.0,610.0,480.0,590.0,970.0,1200.0,19.0,28.0,16.0,28.0,18.0,28.0,Less Selective,Required,Need-blind,3.1461366116129232
225414,2348,1768.0,439.0,0.7529812606473595,500.0,590.0,490.0,580.0,990.0,1170.0,18.0,23.0,17.0,22.0,17.0,24.0,Less Selective,Required,Need-blind,3.354363447608479
225432,6953,6302.0,1491.0,0.9063713504961887,490.0,560.0,470.0,550.0,960.0,1110.0,17.0,23.0,16.0,22.0,16.0,20.0,Less Selective,Required,Need-blind,3.4278225659717036
225502,1881,1443.0,173.0,0.7671451355661882,493.0,600.0,500.0,580.0,993.0,1180.0,19.0,25.0,16.0,25.0,19.0,26.0,Less Selective,Required,Need-blind,3.0123852036003527
225511,30327,21087.0,5652.0,0.6953210010881393,580.0,660.0,570.0,670.0,1150.0,1330.0,23.0,28.0,22.0,29.0,20.0,27.0,Less Selective,Required,Need-blind,3.079454362553687
225548,1269,859.0,209.0,0.6769109535066982,450.0,570.0,430.0,530.0,880.0,1100.0,18.0,25.0,17.0,25.0,17.0,25.0,Less Selective,Required,Need-blind,3.5407653485065254
225627,11162,10421.0,1067.0,0.9336140476617094,470.0,580.0,430.0,560.0,900.0,1140.0,17.0,24.0,15.0,22.0,16.0,23.0,Less Selective,Required,Need-blind,3.1246002985722052
226091,7246,6212.0,1555.0,0.8573005796301407,470.0,580.0,440.0,550.0,910.0,1130.0,18.0,24.0,16.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.035738623970691
226152,8309,3819.0,1382.0,0.45962209652184377,470.0,580.0,450.0,550.0,920.0,1130.0,16.0,20.0,14.0,20.0,16.0,19.0,Selective,Required,Need-blind,3.650882283134786
226231,3518,1431.0,343.0,0.40676520750426376,570.0,690.0,570.0,680.0,1140.0,1370.0,23.0,30.0,22.0,30.0,22.0,29.0,Selective,Required,Need-blind,3.6358520232285563
226383,1764,1291.0,284.0,0.731859410430839,460.0,590.0,440.0,570.0,900.0,1160.0,19.0,25.0,17.0,25.0,17.0,27.0,Less Selective,Required,Need-blind,3.086293636888537
226471,11407,10850.0,825.0,0.9511703340054353,490.0,620.0,480.0,580.0,970.0,1200.0,19.0,26.0,19.0,25.0,18.0,25.0,Less Selective,Required,Need-blind,3.0049953210790448
226587,4836,2788.0,318.0,0.576509511993383,500.0,580.0,510.0,590.0,1010.0,1170.0,18.0,25.0,16.0,23.0,18.0,24.0,Less Selective,Required,Need-blind,3.3205077206550184
226833,5824,5089.0,806.0,0.8737980769230769,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.003252248206127
227216,36807,26671.0,6926.0,0.72461759991306,500.0,630.0,480.0,600.0,980.0,1230.0,19.0,27.0,18.0,27.0,17.0,25.0,Less Selective,Required,Need-blind,3.2792957112073626
227368,13542,11486.0,5634.0,0.8481760448973563,470.0,570.0,440.0,540.0,910.0,1110.0,16.0,22.0,15.0,22.0,16.0,21.0,Less Selective,Required,Need-blind,3.432654667089549
227429,3398,1149.0,167.0,0.3381400824014126,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.7372211085046936
227526,8777,6609.0,2112.0,0.7529907713341688,440.0,520.0,410.0,510.0,850.0,1030.0,16.0,20.0,14.0,20.0,15.0,20.0,Less Selective,Required,Need-blind,3.2515758409971065
227757,31059,2447.0,1125.0,0.0787855372033871,730.0,770.0,770.0,800.0,1500.0,1570.0,34.0,36.0,35.0,36.0,33.0,36.0,Elite,Required,Need-blind,3.9668154067285477
227845,5611,4696.0,659.0,0.8369274639101765,530.0,640.0,500.0,595.0,1030.0,1235.0,20.0,25.0,20.0,26.0,17.0,23.0,Less Selective,Required,Need-blind,3.5964452279622754
227863,1591,1485.0,672.0,0.933375235700817,545.0,680.0,530.0,660.0,1075.0,1340.0,22.0,28.0,23.0,27.0,19.0,25.0,Less Selective,Required,Need-blind,3.355664535059052
227881,17582,15014.0,3601.0,0.853941531111364,480.0,580.0,460.0,560.0,940.0,1140.0,19.0,25.0,20.0,28.0,16.0,23.0,Less Selective,Required,Need-blind,3.3780032569299987
228042,2128,1872.0,282.0,0.8796992481203008,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2238324774931493
228149,5203,4628.0,530.0,0.889486834518547,500.0,590.0,480.0,560.0,980.0,1150.0,16.0,23.0,,,,,Less Selective,Required,Need-blind,3.210483109520954
228246,15092,9240.0,1592.0,0.6122448979591837,660.0,730.0,660.0,750.0,1320.0,1480.0,30.0,34.0,31.0,35.0,27.0,32.0,Less Selective,Required,Need-blind,3.572040103188278
228325,615,518.0,286.0,0.8422764227642277,463.0,560.0,463.0,550.0,926.0,1110.0,17.0,22.0,15.0,23.0,16.0,22.0,Less Selective,Required,Need-blind,3.1978883966008524
228343,6585,2573.0,403.0,0.39073652239939255,600.0,690.0,570.0,650.0,1170.0,1340.0,24.0,30.0,23.0,31.0,22.0,27.0,Selective,Required,Need-blind,3.7261737460514444
228431,12591,11112.0,2072.0,0.8825351441505838,500.0,590.0,480.0,570.0,980.0,1160.0,18.0,25.0,17.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.4164021704505974
228459,37183,33273.0,7930.0,0.8948444181480785,500.0,610.0,480.0,580.0,980.0,1190.0,19.0,26.0,18.0,25.0,17.0,25.0,Less Selective,Required,Need-blind,3.164205724197685
228468,1468,815.0,159.0,0.5551771117166212,465.0,610.0,445.0,590.0,910.0,1200.0,17.0,25.0,17.0,26.0,15.0,23.0,Less Selective,Required,Need-blind,3.4061579424186625
228501,1073,1026.0,223.0,0.9561975768872321,473.0,568.0,460.0,530.0,933.0,1098.0,13.0,21.0,11.0,18.0,16.0,21.0,Less Selective,Required,Need-blind,3.2493016867717146
228529,8746,8239.0,2702.0,0.9420306425794649,490.0,580.0,470.0,570.0,960.0,1150.0,19.0,24.0,17.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.444608120808938
228705,7915,7305.0,1203.0,0.9229311433986103,480.0,600.0,500.0,560.0,980.0,1160.0,,,,,,,Less Selective,Required,Need-blind,3.027440413985116
228723,50832,32149.0,13753.0,0.6324559332703809,570.0,680.0,570.0,700.0,1140.0,1380.0,25.0,31.0,23.0,32.0,24.0,29.0,Less Selective,Required,Need-blind,3.0786589326183456
228769,23126,18799.0,5233.0,0.8128945775317824,500.0,620.0,490.0,610.0,990.0,1230.0,18.0,26.0,17.0,26.0,17.0,25.0,Less Selective,Required,Need-blind,3.005193456833843
228778,66109,19253.0,9385.0,0.29123114855768506,620.0,730.0,610.0,760.0,1230.0,1490.0,27.0,33.0,26.0,35.0,25.0,33.0,Selective,Required,Need-blind,3.537633483855023
228787,29366,19224.0,4160.0,0.6546346114554247,580.0,690.0,590.0,720.0,1170.0,1410.0,25.0,32.0,24.0,31.0,24.0,34.0,Less Selective,Required,Need-blind,3.2642429397410706
228796,11171,11160.0,3940.0,0.9990153074926148,440.0,550.0,430.0,540.0,870.0,1090.0,17.0,23.0,16.0,23.0,16.0,22.0,Less Selective,Required,Need-blind,3.0543217251901607
228802,5521,5054.0,1324.0,0.9154138742981344,510.0,620.0,500.0,600.0,1010.0,1220.0,19.0,25.0,19.0,27.0,17.0,25.0,Less Selective,Required,Need-blind,3.4056376624778792
228875,20517,8740.0,2488.0,0.42598820490325096,580.0,690.0,570.0,685.0,1150.0,1375.0,26.0,31.0,26.0,34.0,25.0,30.0,Selective,Required,Need-blind,3.505518705234568
228981,1554,1473.0,288.0,0.9478764478764479,520.0,620.0,510.0,610.0,1030.0,1230.0,22.0,28.0,20.0,26.0,19.0,25.0,Less Selective,Required,Need-blind,3.566431114270663
229018,1718,1451.0,674.0,0.8445867287543656,470.0,560.0,440.0,550.0,910.0,1110.0,16.0,20.0,14.0,20.0,16.0,20.0,Less Selective,Required,Need-blind,3.169560758616233
229027,22497,19900.0,5877.0,0.8845623860959239,510.0,610.0,490.0,590.0,1000.0,1200.0,19.0,26.0,17.0,25.0,17.0,25.0,Less Selective,Required,Need-blind,3.3031677156003405
229063,7867,7344.0,1657.0,0.9335197661116055,420.0,510.0,380.0,490.0,800.0,1000.0,15.0,19.0,13.0,19.0,15.0,17.0,Less Selective,Required,Need-blind,3.3778693812340994
229115,34020,24116.0,7217.0,0.7088771310993534,550.0,640.0,540.0,630.0,1090.0,1270.0,22.0,28.0,21.0,27.0,21.0,27.0,Less Selective,Required,Need-blind,3.3292596791093048
229160,4725,2948.0,493.0,0.6239153439153439,490.0,580.0,480.0,570.0,970.0,1150.0,16.0,23.0,16.0,24.0,16.0,22.0,Less Selective,Required,Need-blind,3.5635855334083555
229179,7584,7204.0,1473.0,0.9498945147679325,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.118433150840746
229267,11425,3217.0,659.0,0.28157549234135665,670.0,735.0,650.0,730.0,1320.0,1465.0,30.0,33.0,30.0,35.0,26.0,31.0,Selective,Required,Need-blind,3.63092259060498
229780,1974,1067.0,289.0,0.5405268490374874,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0955010883552085
229814,4784,4657.0,1266.0,0.9734531772575251,490.0,590.0,470.0,570.0,960.0,1160.0,18.0,24.0,16.0,23.0,17.0,24.0,Less Selective,Required,Need-blind,3.077168458026552
230038,11006,7615.0,6067.0,0.6918953298200982,650.0,720.0,640.0,730.0,1290.0,1450.0,28.0,32.0,27.0,34.0,26.0,31.0,Less Selective,Required,Need-blind,3.416331354477494
230047,1270,481.0,335.0,0.378740157480315,500.0,608.0,485.0,583.0,985.0,1191.0,21.0,25.0,20.0,25.0,18.0,25.0,Selective,Required,Need-blind,3.6997091580506263
230603,19190,15443.0,2269.0,0.8047420531526837,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2104225823005854
230728,19331,18097.0,4388.0,0.9361647095339093,530.0,660.0,530.0,640.0,1060.0,1300.0,20.0,28.0,19.0,28.0,18.0,27.0,Less Selective,Required,Need-blind,3.2294286297146546
230764,22996,20046.0,5560.0,0.8717168203165768,590.0,698.0,590.0,700.0,1180.0,1398.0,22.0,29.0,21.0,30.0,7.0,8.0,Less Selective,Required,Need-blind,3.28970938880574
230807,2634,1813.0,228.0,0.6883067577828398,598.0,718.0,550.0,660.0,1148.0,1378.0,23.0,29.0,23.0,31.0,20.0,26.0,Less Selective,Required,Need-blind,3.2549046057696156
230816,2825,1357.0,216.0,0.48035398230088494,690.0,740.0,600.0,673.0,1290.0,1413.0,30.0,32.0,29.0,36.0,25.0,34.0,Selective,Required,Need-blind,3.5285134879001965
230852,5297,3534.0,546.0,0.6671700962809137,605.0,680.0,560.0,660.0,1165.0,1340.0,27.0,31.0,27.0,31.0,22.0,28.0,Less Selective,Required,Need-blind,3.26802960905611
230959,13297,1379.0,615.0,0.10370760321877115,720.0,770.0,710.0,780.0,1430.0,1550.0,33.0,34.0,,,,,Highly Selective,Required,Need-blind,3.8726581414831625
230995,5157,3796.0,563.0,0.7360868722125267,540.0,650.0,520.0,670.0,1060.0,1320.0,20.0,27.0,20.0,27.0,19.0,26.0,Less Selective,Required,Need-blind,3.017744433204436
231059,2639,2424.0,325.0,0.9185297461159531,600.0,680.0,550.0,630.0,1150.0,1310.0,22.0,30.0,23.0,29.0,21.0,29.0,Less Selective,Required,Need-blind,3.3103822117563255
231165,3130,2605.0,567.0,0.8322683706070287,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.261700430703748
